# MALHEUR (0.5.4) - Automatic Analysis of Malware Behavior
# Copyright (c) 2009-2012 Konrad Rieck (konrad@mlsec.org)
# University of Goettingen, Berlin Institute of Technology
# ---
# Prototypes for reference_mist.tar.gz
# Number of prototypes: 332
# Compression of prototypes: 10.6 %
# Precision of prototypes: 94.7 %
# ---
# <report> <prototype> <distance>
refset/9cc2f22d442ad26242bd73e1cb554e4f802d8479.LOOPER refset/7d46d26bed25ed2a51fb28da0c358030c9e063f8.LOOPER 0.636091
refset/9d224249b61cdbbd875fd6ead0a407a09a6f336c.LOOPER refset/9d224249b61cdbbd875fd6ead0a407a09a6f336c.LOOPER 0
refset/9d725e1602a5ca62cc19c0d622cd2925b940cd2f.PODNUHA refset/39cd410ca6955649b7e0e096ae6b000278501332.PODNUHA 0.327906
refset/9dd67a6a41fbf3b9962def70cc54c1ee051271e0.PODNUHA refset/39cd410ca6955649b7e0e096ae6b000278501332.PODNUHA 0.327906
refset/9ddf86da37ccb8ce31f1e98b8579855a15eb1e2f.LDPINCH refset/02327e2a1f09f5da235cb09257a0650c95226058.LDPINCH 0
refset/9de61feaf0c85a9ac8b3c624873b1d1cae11212b.PODNUHA refset/39cd410ca6955649b7e0e096ae6b000278501332.PODNUHA 0.327906
refset/9e1af09bfb942daddbf5a048fcef44df55355489.SALITY refset/66422bb4808240fc4c0969c6ada0cd58cf9cf433.SALITY 0.488501
refset/9e1ec3104aa02b75259c69006f40a2b1724ce2aa.SALITY refset/66422bb4808240fc4c0969c6ada0cd58cf9cf433.SALITY 0.488501
refset/9e284218b3c06cd0dbfa50fa614d57fcedb3a8f3.ADULTBROWSER refset/b9c47d6e5247dd629325ce23bc9f4afd9b988ca3.ADULTBROWSER 0.142581
refset/9e2c71fb01a9f7f25c66bb334fa70b75b0b2e482.ROTATOR refset/bda76bba4da7feca4c8332033e56405ac67a6c1b.ROTATOR 0.445689
refset/9e378222060df47e5bdac12cdcff250035d3b6bf.ALLAPLE refset/135ab6d4fde54c928181819f67d2838aa9eeef57.ALLAPLE 0.323571
refset/9e7ce267c2d9e49bebd5b85cc8c749c23d4a79a9.ADULTBROWSER refset/b9c47d6e5247dd629325ce23bc9f4afd9b988ca3.ADULTBROWSER 0.142581
refset/9ea0902c13862b35e5e9b84b56c6dfe99c4eaf8e.CASINO refset/0058780b175c3ce5e244f595951f611b8a24bee2.CASINO 0.342893
refset/9ea1d53f5bb884c6cab319deff1fc934fdf8cbac.LOOPER refset/9ea1d53f5bb884c6cab319deff1fc934fdf8cbac.LOOPER 0
refset/9eb422119a0c540e4f7d7e57c3429cf6d66beff3.ADULTBROWSER refset/b9c47d6e5247dd629325ce23bc9f4afd9b988ca3.ADULTBROWSER 0.134804
refset/9ec4150d5764eb4ad8834e9b7330ef5254974aa0.PODNUHA refset/39cd410ca6955649b7e0e096ae6b000278501332.PODNUHA 0.327906
refset/9ed4ba0c06615559eff29d674adcaa1b90bdf36d.BANCOS refset/0e2ab5a0306a5d68a01ba5e693d6f16110f25497.BANCOS 0.368097
refset/9f148beaf643cad3bb5938f7b8024462d1c04bc4.ADULTBROWSER refset/b9c47d6e5247dd629325ce23bc9f4afd9b988ca3.ADULTBROWSER 0.138675
refset/9f358acee6830589e084694d1ddadf8bc9fc3b3e.VIKING_DLL refset/422c7f0655a7ceff4860b7031efc48dfa4198098.VIKING_DLL 0.123717
refset/9f3ceda4926cbadaa5cac5b06b26e9cc8df41240.PODNUHA refset/39cd410ca6955649b7e0e096ae6b000278501332.PODNUHA 0.327906
refset/9f43290a9043be0a9eb729ff05eb0ee4a8e512f1.VIKING_DLL refset/422c7f0655a7ceff4860b7031efc48dfa4198098.VIKING_DLL 0.121452
refset/9f49756d3fa0302daed31fb200292ff85928c532.ROTATOR refset/3f02115c6793d94d8bfb5f23a0b1ea72f4257fc2.ROTATOR 0.483434
refset/9f553c1cd4876130f9bcfed753f03497921b8b16.ALLAPLE refset/135ab6d4fde54c928181819f67d2838aa9eeef57.ALLAPLE 0.327761
refset/9faa89972e0dde7d66305082db0723ae424e8875.SPYGAMES refset/d3988e4e2727c4dd37f68d0c3035203faf3e57f8.SPYGAMES 0.342844
refset/9fcc0d7c78dcd18dc0e2456a42fc3ad2a3f23f3c.POISON refset/722e32cabc4814136b09a5d78e9628b366eafbed.POISON 0.393629
refset/9fe4a530c86f1b4d187eeb6810d1849974c85d1e.SPYGAMES refset/d3988e4e2727c4dd37f68d0c3035203faf3e57f8.SPYGAMES 0.248867
refset/9fe8596890192b7b0eabf63d20b7a1966e74269b.PODNUHA refset/39cd410ca6955649b7e0e096ae6b000278501332.PODNUHA 0.327906
refset/a00732c4cad46b1673591f7fe4cd123b658b1505.VIKING_DZ refset/f3ccafe324b03230ef98ab39d0570c27bf4ece0a.VIKING_DZ 0.161828
refset/a05244562ffc92bbb9542fd200d9dca6940fa491.PORNDIALER refset/0510f72899c1499022bf235bde1ce51201b36d72.PORNDIALER 0.0763609
refset/a056440a2564ae2c1a29fefba347e6e0b07e52ce.ROTATOR refset/bda76bba4da7feca4c8332033e56405ac67a6c1b.ROTATOR 0.5047
refset/a063ab4c1fe1857d9d9df824b5088dc9b07f116b.EJIK refset/55ad492e7ba654cbf6f6908ec1ef2a36dc552085.EJIK 0.473552
refset/a073c9b69bd2d3a7c0f71bae5c943255866c9e65.VIRUT refset/c9cd66d003dbf237d295c02903adf7a6f2b768cc.VIRUT 0.455952
refset/a07836dc0e56d19dd4f8c01d4c4ad9a228f345db.ADULTBROWSER refset/b9c47d6e5247dd629325ce23bc9f4afd9b988ca3.ADULTBROWSER 0.134804
refset/a09575a496c3eb0bf83aaaf4eea518d7bd1a2f8e.ALLAPLE refset/135ab6d4fde54c928181819f67d2838aa9eeef57.ALLAPLE 0.240904
refset/a0a1f61e1ef74b64f50f156476bdc7855bd8c998.LDPINCH refset/02327e2a1f09f5da235cb09257a0650c95226058.LDPINCH 0
refset/a0ae36ae098d2bbdd29f6e716b7531adef586a93.PORNDIALER refset/0510f72899c1499022bf235bde1ce51201b36d72.PORNDIALER 0.000294301
refset/a0b650034da791386222237e997c1e1a6f4b3b99.PORNDIALER refset/0510f72899c1499022bf235bde1ce51201b36d72.PORNDIALER 0.000294301
refset/a0b66170f75818549d9e5f458fa855adb9cb2011.SWIZZOR refset/a0b66170f75818549d9e5f458fa855adb9cb2011.SWIZZOR 0.000281151
refset/a0d642e1cffedac0d45d95277e8ef84864de3bda.ROTATOR refset/3f02115c6793d94d8bfb5f23a0b1ea72f4257fc2.ROTATOR 0.439818
refset/a10a90121147322b47adae521ed2ab4d3466498f.LOOPER refset/a10a90121147322b47adae521ed2ab4d3466498f.LOOPER 0
refset/a12f101c94ac1a7fcb449677bc4c8aaa3ef39411.EJIK refset/55ad492e7ba654cbf6f6908ec1ef2a36dc552085.EJIK 0.446428
refset/a12f9857be34cf317e38da8123b5bd7f8fc5367c.DORFDO refset/7c2bc7b2aefc0ca0709bcf763c7e4c4a2fb5cb35.ZHELATIN 0.515313
refset/a135e6981ff1e4894168c82b897284d3eea3804f.DORFDO refset/7c2bc7b2aefc0ca0709bcf763c7e4c4a2fb5cb35.ZHELATIN 0.523822
refset/a149f0dd287f7dd3dab3aea00071cfb2370bfae3.VIRUT refset/d3988e4e2727c4dd37f68d0c3035203faf3e57f8.SPYGAMES 0.440004
refset/a15ae820f7cb9f829322746863dd8e2451315b85.PORNDIALER refset/0510f72899c1499022bf235bde1ce51201b36d72.PORNDIALER 0.0763609
refset/a19cbe0815499e9ae487d63cec753970b982d11e.ALLAPLE refset/135ab6d4fde54c928181819f67d2838aa9eeef57.ALLAPLE 0.336705
refset/a19cf7c7a72bf31bfe2ea8327dcce77882fae51a.ROTATOR refset/bda76bba4da7feca4c8332033e56405ac67a6c1b.ROTATOR 0.499933
refset/a1aad09c9ce564836a1cdb72797b355de0ed5be4.PODNUHA refset/39cd410ca6955649b7e0e096ae6b000278501332.PODNUHA 0.327906
refset/a1cc5d2bc907a4c00a6ffad80c95e234029b26d5.MAGICCASINO refset/5717382026e3115e738e0b600ef74a74e9ea0599.MAGICCASINO 0.358274
refset/a1ce0c66c10d1958086320d21562b41dac146aaf.RBOT refset/d3988e4e2727c4dd37f68d0c3035203faf3e57f8.SPYGAMES 0.495663
refset/a1d0f0b3b96571d734f271f5c37d52a2d7d3c407.ALLAPLE refset/135ab6d4fde54c928181819f67d2838aa9eeef57.ALLAPLE 0.339197
refset/a1f746f1e486411f21752b137fc0866424b0a7b1.ADULTBROWSER refset/b9c47d6e5247dd629325ce23bc9f4afd9b988ca3.ADULTBROWSER 0.126685
refset/a1fe0df3e1e021c4fdf1ba9a6a93a1cda01db8b3.EJIK refset/55ad492e7ba654cbf6f6908ec1ef2a36dc552085.EJIK 0.446428
refset/a20b5af9cab88026dfeb6c4e5afbe0e9ff33dc1e.MAGICCASINO refset/5717382026e3115e738e0b600ef74a74e9ea0599.MAGICCASINO 0.280483
refset/a23eb5429f765c47728cab97cc1c53d290ea1f9a.ROTATOR refset/3f02115c6793d94d8bfb5f23a0b1ea72f4257fc2.ROTATOR 0.482817
refset/a24115e59f0b1795475efc5f93cc972974cf0662.SWIZZOR refset/078dc557bb1c8fbfb88dec6802b8c47537c2dc05.SWIZZOR 0.314248
refset/a248c74ed31b80f50148a5a99fe20cbd48e61cce.ALLAPLE refset/135ab6d4fde54c928181819f67d2838aa9eeef57.ALLAPLE 0.312533
refset/a250138e36ac611717ffbec97331aa8f95131aeb.MAGICCASINO refset/5717382026e3115e738e0b600ef74a74e9ea0599.MAGICCASINO 0.232004
refset/a2d8c690b7c70184532c325e66ebdd211eb8f3ef.RBOT refset/d3988e4e2727c4dd37f68d0c3035203faf3e57f8.SPYGAMES 0.474331
refset/a2e22e72983504ab1dd3f6a60252d53616ef0413.LOOPER refset/a2e22e72983504ab1dd3f6a60252d53616ef0413.LOOPER 0
refset/a301361665e5c90bf137163dc44f04a889d56f3d.DORFDO refset/7c2bc7b2aefc0ca0709bcf763c7e4c4a2fb5cb35.ZHELATIN 0.532069
refset/a301dc2bc5ea50ade0330408bad34e20d18654c1.BANCOS refset/0e2ab5a0306a5d68a01ba5e693d6f16110f25497.BANCOS 0.295807
refset/a342589aa547dd49bd3d52568cbc4416b7161dcf.PODNUHA refset/39cd410ca6955649b7e0e096ae6b000278501332.PODNUHA 0.327906
refset/a356b9b4d67c264b223a666286ed823ae7e4895a.VIKING_DLL refset/422c7f0655a7ceff4860b7031efc48dfa4198098.VIKING_DLL 0.136845
refset/a361c76d959d7db9a93061676cfd8e94c47caff2.EJIK refset/55ad492e7ba654cbf6f6908ec1ef2a36dc552085.EJIK 0.463212
refset/a362c8f4722ab4bf364d5541b1da478908e571ad.ALLAPLE refset/135ab6d4fde54c928181819f67d2838aa9eeef57.ALLAPLE 0.323136
refset/a3746e25d765de1b1ec6d79fba589b1eccb5942c.SWIZZOR refset/078dc557bb1c8fbfb88dec6802b8c47537c2dc05.SWIZZOR 0.300978
refset/a38d52a2315dcaee1ace8fae3c11fc956fd42243.PODNUHA refset/39cd410ca6955649b7e0e096ae6b000278501332.PODNUHA 0.5821
refset/a3b82f947e561624b6ef27cd9146a57e4e665991.LOOPER refset/a3b82f947e561624b6ef27cd9146a57e4e665991.LOOPER 0
refset/a3cf534c3d75f490da9af3caf84f02a2da62a07a.VIKING_DZ refset/f3ccafe324b03230ef98ab39d0570c27bf4ece0a.VIKING_DZ 0.140331
refset/a3d159f4664214bb53bfd51de532a21b3c1e27a3.DORFDO refset/7c2bc7b2aefc0ca0709bcf763c7e4c4a2fb5cb35.ZHELATIN 0.5378
refset/a3dc3bff60b56d30bdcc932f4ca04ee311c9ff24.PODNUHA refset/39cd410ca6955649b7e0e096ae6b000278501332.PODNUHA 0.327906
refset/a3dc4fd86e21e3336f35ac0fdee757ddce67dee9.LDPINCH refset/02327e2a1f09f5da235cb09257a0650c95226058.LDPINCH 0
refset/a3e6697ed100c91558dc0e5b374e333005803c25.PORNDIALER refset/0510f72899c1499022bf235bde1ce51201b36d72.PORNDIALER 0.0763609
refset/a3f98872c8db256fb1772da7115d0e8e3a129623.EJIK refset/55ad492e7ba654cbf6f6908ec1ef2a36dc552085.EJIK 0.489112
refset/a403ec9fc1ca8a3285d2ff1d09b6e6ca093710de.PODNUHA refset/39cd410ca6955649b7e0e096ae6b000278501332.PODNUHA 0.327906
refset/a4053028e2971f4ab91a09d5b961d78c54dc3d37.ROTATOR refset/0a55c0c00f005ff80f20f2c10132fddf6afc397f.ROTATOR 0.334185
refset/a40ec136199728701368273c32fc745509d6700e.ROTATOR refset/0a55c0c00f005ff80f20f2c10132fddf6afc397f.ROTATOR 0.335869
refset/a416dd8431c456c7b2d7cb3e9182376a3ea46fdb.SWIZZOR refset/078dc557bb1c8fbfb88dec6802b8c47537c2dc05.SWIZZOR 0.304402
refset/a439c03f7daa3a890a13e9ee99354b19ead3a9a2.ADULTBROWSER refset/b9c47d6e5247dd629325ce23bc9f4afd9b988ca3.ADULTBROWSER 0.142581
refset/a444fb0ba40a7d69c297e3d0dedae1774d2152cd.MAGICCASINO refset/5717382026e3115e738e0b600ef74a74e9ea0599.MAGICCASINO 0.274811
refset/a45384e543024b7bc0040af89489531b69dbde78.VIKING_DLL refset/422c7f0655a7ceff4860b7031efc48dfa4198098.VIKING_DLL 0.114206
refset/a4a85b13449cc39a45d406bf9b121873685c29ff.ROTATOR refset/0a55c0c00f005ff80f20f2c10132fddf6afc397f.ROTATOR 0.315454
refset/a4d2110bb3683707ff6867b5e2018062edcd2de0.ADULTBROWSER refset/b9c47d6e5247dd629325ce23bc9f4afd9b988ca3.ADULTBROWSER 0.130745
refset/a4e98d0e3729584edb168c44549076eae25a5b92.PODNUHA refset/39cd410ca6955649b7e0e096ae6b000278501332.PODNUHA 0.327906
refset/a4e9f5cf04acdec320e9beb058dfb197edcabb85.ALLAPLE refset/135ab6d4fde54c928181819f67d2838aa9eeef57.ALLAPLE 0.329888
refset/a51137ea80db1d9d605b682c3748d2d90ac1986f.ROTATOR refset/bda76bba4da7feca4c8332033e56405ac67a6c1b.ROTATOR 0.518425
refset/a513aa9990cc72e570da0133e0bcabecf2910594.ADULTBROWSER refset/b9c47d6e5247dd629325ce23bc9f4afd9b988ca3.ADULTBROWSER 0.142581
refset/a51a20dc0fb003eed179dff444aeba713ae895e7.VIKING_DLL refset/460267fbea2bd7810e7466c7c8bb4cdb593e20b3.VIKING_DLL 0.0564565
refset/a53163164453287998c47d269cea92e0b1fed899.VIRUT refset/05f0e8543ad7304d54fe11e614b826fc5e744db2.VIRUT 0.492239
refset/a53a8bd2e9d1ed38a0d1785e14b07e063ea804a0.SPYGAMES refset/d3988e4e2727c4dd37f68d0c3035203faf3e57f8.SPYGAMES 0.311653
refset/a5517ad6f212653671b226c4cfa79a652d5309e2.VIRUT refset/05f0e8543ad7304d54fe11e614b826fc5e744db2.VIRUT 0.511315
refset/a56d0e06b52b7bacd1596f23b6e7ea54c254be67.LOOPER refset/a56d0e06b52b7bacd1596f23b6e7ea54c254be67.LOOPER 0.000251654
refset/a57368247f05c61592eae14901183fe943dada7b.CASINO refset/0058780b175c3ce5e244f595951f611b8a24bee2.CASINO 0.360546
refset/a5843e66a59eeb08422b4a23a8a4075fdf8ea916.LOOPER refset/a5843e66a59eeb08422b4a23a8a4075fdf8ea916.LOOPER 0
refset/a587df5baafc7c2652bdb9b7b661a022210770ff.MAGICCASINO refset/5717382026e3115e738e0b600ef74a74e9ea0599.MAGICCASINO 0.280483
refset/a5987d960bccdc0b4bab6f8b6ff235111738b7fb.WOIKOINER refset/a98177333fd90d7708107322bc4ed99f33cc9d62.WOIKOINER 0.343513
refset/a5aab0f757e7fc954745fb709d2473c7032195c3.PODNUHA refset/39cd410ca6955649b7e0e096ae6b000278501332.PODNUHA 0.327906
refset/a5c010467aed14b784e6fe567d7063a9cd4e245b.ADULTBROWSER refset/b9c47d6e5247dd629325ce23bc9f4afd9b988ca3.ADULTBROWSER 0.142581
refset/a5cc804a9b56edef05e201b787902a44b5320284.ROTATOR refset/3f02115c6793d94d8bfb5f23a0b1ea72f4257fc2.ROTATOR 0.485886
refset/a5cfd620ad0d87dedac006f4fa036afa243a222b.SALITY refset/73ccca1b7c5c6da2622b0a18bd5dd818eaa86b15.SALITY 0.354103
refset/a5e1afdab804fa6f67830ca2d3712e079f645801.VIRUT refset/05f0e8543ad7304d54fe11e614b826fc5e744db2.VIRUT 0.50197
refset/a5ea21ba6a7d1af97f000ad0756fcd5d622f12c4.VIKING_DLL refset/460267fbea2bd7810e7466c7c8bb4cdb593e20b3.VIKING_DLL 0.000341197
refset/a5ef716730ce78267c5bf645df2a3ac581fac4d3.ADULTBROWSER refset/b9c47d6e5247dd629325ce23bc9f4afd9b988ca3.ADULTBROWSER 0.130745
refset/a606b54737b2299a32411082ceb14b3ca05fc77e.SPYGAMES refset/d3988e4e2727c4dd37f68d0c3035203faf3e57f8.SPYGAMES 0.223869
refset/a60e8817229ab2d01708021de733e1d66ed9ce8b.LDPINCH refset/02327e2a1f09f5da235cb09257a0650c95226058.LDPINCH 0
refset/a61042a64a37cae744b47dbab9f5a2dd0ae37040.ALLAPLE refset/135ab6d4fde54c928181819f67d2838aa9eeef57.ALLAPLE 0.30999
refset/a628412cf6acea5c607313552f74d420c1fde1d8.PORNDIALER refset/0510f72899c1499022bf235bde1ce51201b36d72.PORNDIALER 0.000294301
refset/a63d4b1b0ad9c6b69e3e03d77d70a9dd97b4ef79.VIRUT refset/05f0e8543ad7304d54fe11e614b826fc5e744db2.VIRUT 0.488502
refset/a65a0220d307542c7b826b3fd1897efdbcfe6ed4.CASINO refset/0058780b175c3ce5e244f595951f611b8a24bee2.CASINO 0.333016
refset/a672301e082b61e56c9f5ee822bfd50852154508.RBOT refset/d3988e4e2727c4dd37f68d0c3035203faf3e57f8.SPYGAMES 0.491749
refset/a68ce95130f2b79d1374431697095994d1e0e80a.EJIK refset/55ad492e7ba654cbf6f6908ec1ef2a36dc552085.EJIK 0.446428
refset/a6905e3cfd9d85380828f8cbf756d639990924fc.ROTATOR refset/3f02115c6793d94d8bfb5f23a0b1ea72f4257fc2.ROTATOR 0.485313
refset/a6b1e1b4ac722c0dabb85948b2a5258f7294cc6b.LOOPER refset/a6b1e1b4ac722c0dabb85948b2a5258f7294cc6b.LOOPER 0.000445912
refset/a6b710bad781ac549b1abb9c345529b36119233e.ADULTBROWSER refset/b9c47d6e5247dd629325ce23bc9f4afd9b988ca3.ADULTBROWSER 0.138675
refset/a6c020cca2b7aa070d73ab9a9dc5f3a6d1f3dc07.PODNUHA refset/39cd410ca6955649b7e0e096ae6b000278501332.PODNUHA 0.327906
refset/a6c776c3fe52fd6ce687b944eadbbf818e4a2176.EJIK refset/55ad492e7ba654cbf6f6908ec1ef2a36dc552085.EJIK 0.460394
refset/a6cff73524d481b4646bc6bc043364f5f7e43e5c.SWIZZOR refset/078dc557bb1c8fbfb88dec6802b8c47537c2dc05.SWIZZOR 0.300134
refset/a6dd8b82d853b25aeaed220d9c2648360b8d22b1.DORFDO refset/7c2bc7b2aefc0ca0709bcf763c7e4c4a2fb5cb35.ZHELATIN 0.515313
refset/a70f65402e30d41e4826e76cf17138b98537efa5.VIRUT refset/05f0e8543ad7304d54fe11e614b826fc5e744db2.VIRUT 0.541166
refset/a714fe014ab64b2bd5f0466562356d2a419618be.ADULTBROWSER refset/b9c47d6e5247dd629325ce23bc9f4afd9b988ca3.ADULTBROWSER 0.134804
refset/a71df0d06052c89389e31e96882ba89f116650c2.PODNUHA refset/39cd410ca6955649b7e0e096ae6b000278501332.PODNUHA 0.327906
refset/a72d9e2e0fb889bf55363d3e81c7ffc31bbf15fc.VIRUT refset/05f0e8543ad7304d54fe11e614b826fc5e744db2.VIRUT 0.532441
refset/a752167d18c165483985555e085117391853b83f.PODNUHA refset/39cd410ca6955649b7e0e096ae6b000278501332.PODNUHA 0.327906
refset/a7982315429e44e73f8728d98089ea7f85f0cbea.PODNUHA refset/39cd410ca6955649b7e0e096ae6b000278501332.PODNUHA 0.327906
refset/a7a0499f7f160b9c4d0c252749ac6952306dd06b.ROTATOR refset/3f02115c6793d94d8bfb5f23a0b1ea72f4257fc2.ROTATOR 0.337845
refset/a7c3eb8f1bbec7583ffa09ef3cdefba5145e516d.SPYGAMES refset/d3988e4e2727c4dd37f68d0c3035203faf3e57f8.SPYGAMES 0.248867
refset/a7e6986b8a457d2631223c47f1a978e1ef7790fc.SPYGAMES refset/d3988e4e2727c4dd37f68d0c3035203faf3e57f8.SPYGAMES 0.143435
refset/a7ed1417a9c9931271c7f75a1d5f2b23e4b6f53b.SPYGAMES refset/d3988e4e2727c4dd37f68d0c3035203faf3e57f8.SPYGAMES 0.342844
refset/a7f2a569afd2e2ecce83054f6dd54de758831d8c.DORFDO refset/7c2bc7b2aefc0ca0709bcf763c7e4c4a2fb5cb35.ZHELATIN 0.532069
refset/a8030d43c0ec844490478a45bcffe824a45bd697.ROTATOR refset/bda76bba4da7feca4c8332033e56405ac67a6c1b.ROTATOR 0.510025
refset/a812cc7d6a7b7b4cfd919def8cb2a25e4c8e0670.ADULTBROWSER refset/b9c47d6e5247dd629325ce23bc9f4afd9b988ca3.ADULTBROWSER 0.134804
refset/a827d462941217300a31f2d79a29192f58bab2d7.ROTATOR refset/bda76bba4da7feca4c8332033e56405ac67a6c1b.ROTATOR 0.491899
refset/a833fcc174eef364551b28693c85f268e21dc227.PODNUHA refset/39cd410ca6955649b7e0e096ae6b000278501332.PODNUHA 0.327906
refset/a8443dc2f57bc58f9000a5a220669983b121cd4d.SWIZZOR refset/078dc557bb1c8fbfb88dec6802b8c47537c2dc05.SWIZZOR 0.298214
refset/a87d736bd57503f84136fcd2d4f2fb2fb49692a6.DORFDO refset/7c2bc7b2aefc0ca0709bcf763c7e4c4a2fb5cb35.ZHELATIN 0.518435
refset/a8838bc6e443d7c38e2201782489b2c2501c267e.ALLAPLE refset/135ab6d4fde54c928181819f67d2838aa9eeef57.ALLAPLE 0.316778
refset/a8838c60fed3db499d9e4d77661c481970dbaa99.VIKING_DLL refset/422c7f0655a7ceff4860b7031efc48dfa4198098.VIKING_DLL 0.136845
refset/a89bec0384c1fe3492ab168cec173a7b3d2e6c10.VIKING_DLL refset/422c7f0655a7ceff4860b7031efc48dfa4198098.VIKING_DLL 0.138915
refset/a89c031d99a51f4d77b600544a5300f9c8f5aba4.CASINO refset/0058780b175c3ce5e244f595951f611b8a24bee2.CASINO 0.365061
refset/a8b1699d471e89f44525049f09c61acd07865f4f.VIKING_DZ refset/6bc6dc01ce05d3fe5b3061777839e809b624e4ee.VIKING_DZ 0.597243
refset/a8bb4a5da4442ae6ccfc4cd473ccc8adae207c8a.VIRUT refset/d3988e4e2727c4dd37f68d0c3035203faf3e57f8.SPYGAMES 0.498619
refset/a8d9c8baee0d12b2f2f705efbb47eaff9f903e9e.ALLAPLE refset/135ab6d4fde54c928181819f67d2838aa9eeef57.ALLAPLE 0.31646
refset/a8e1cc2c8f2cc31b578786e3fec1471c296ec753.FLYSTUDIO refset/623ed1718741ae7165024bd2edce96b2e3a87e07.FLYSTUDIO 0.474225
refset/a913b8917315f427407f500299cbaae4cbe7133d.EJIK refset/55ad492e7ba654cbf6f6908ec1ef2a36dc552085.EJIK 0.453353
refset/a92b1c0f9c476ea49d4d168a0dd0afa4c369dc97.EJIK refset/55ad492e7ba654cbf6f6908ec1ef2a36dc552085.EJIK 0.446428
refset/a92d170fd62b815af2df0ed659bee8ae63ecc0af.CASINO refset/0058780b175c3ce5e244f595951f611b8a24bee2.CASINO 0.336479
refset/a95aaaf1ebbbda71047997c900a298391099f811.PORNDIALER refset/0510f72899c1499022bf235bde1ce51201b36d72.PORNDIALER 0.0763609
refset/a9683d24224b626e492b2cfa5635899ecec8926d.PODNUHA refset/39cd410ca6955649b7e0e096ae6b000278501332.PODNUHA 0.327906
refset/a975f5ad9d86c688c55f28f4db1d30c8e33b07bd.LOOPER refset/a975f5ad9d86c688c55f28f4db1d30c8e33b07bd.LOOPER 8.63167e-05
refset/a98177333fd90d7708107322bc4ed99f33cc9d62.WOIKOINER refset/a98177333fd90d7708107322bc4ed99f33cc9d62.WOIKOINER 0
refset/a98a72e1d5a1e7f7d3ac3dd639d621b1c4c8cde8.VIKING_DLL refset/422c7f0655a7ceff4860b7031efc48dfa4198098.VIKING_DLL 0.116608
refset/a99b63555df5b1e2d1db9f22b71c179d3a12e060.EJIK refset/55ad492e7ba654cbf6f6908ec1ef2a36dc552085.EJIK 0.446428
refset/a9a123ddb09a6edd6e2f083b2976cad6e2bb2546.ROTATOR refset/3f02115c6793d94d8bfb5f23a0b1ea72f4257fc2.ROTATOR 0.349091
refset/a9b7dbd93df1a633d7897f8aa27f7dc4579433d9.MAGICCASINO refset/5717382026e3115e738e0b600ef74a74e9ea0599.MAGICCASINO 0.274811
refset/a9da8830c69d32c8344224f142fb5f947c27faa8.CASINO refset/0058780b175c3ce5e244f595951f611b8a24bee2.CASINO 0.353054
refset/a9e1d0ce399fff065061740a0fa2235c6470130b.VIKING_DZ refset/58ca981b8c6d712a1290b9a4f00f133faa105cfa.VIKING_DZ 0.512808
refset/a9ebbef41cbd683ea8021e74fd0d668a79914a09.EJIK refset/55ad492e7ba654cbf6f6908ec1ef2a36dc552085.EJIK 0.446428
refset/aa0269bc849af8fc2b6a8f47422ac9ff00abe4cd.ALLAPLE refset/135ab6d4fde54c928181819f67d2838aa9eeef57.ALLAPLE 0.329997
refset/aa08537a251534bb81d427249ed1877e57d8c72a.BANCOS refset/0e2ab5a0306a5d68a01ba5e693d6f16110f25497.BANCOS 0.341441
refset/aa0e3eb7ecc840ba60dc3e59796bc8119e54aeea.ROTATOR refset/6b3d2f6c10d62ca0006abac0fb80377f979cf29f.ROTATOR 0.475212
refset/aa2a6ff32c1f32ab934537e7ff20be863af8f06b.VIKING_DLL refset/422c7f0655a7ceff4860b7031efc48dfa4198098.VIKING_DLL 0.138915
refset/aa2bb8a6c5817f8b2ede77905a476c6e8e5c1ff5.PODNUHA refset/39cd410ca6955649b7e0e096ae6b000278501332.PODNUHA 0.327906
refset/aa47e027f3a487062c22c09d4d239af370c9de3c.EJIK refset/55ad492e7ba654cbf6f6908ec1ef2a36dc552085.EJIK 0.432246
refset/aa58d71483e4afc57bdccd75e882bd326a0de738.ROTATOR refset/bda76bba4da7feca4c8332033e56405ac67a6c1b.ROTATOR 0.504743
refset/aa722325f6e77abba19cd833b86cf3b5e0c0a706.EJIK refset/55ad492e7ba654cbf6f6908ec1ef2a36dc552085.EJIK 0.446428
refset/aa985b8a2a7cb3f6b5eb70ec5883677074b5ee9f.EJIK refset/55ad492e7ba654cbf6f6908ec1ef2a36dc552085.EJIK 0.463212
refset/aab39f1439a2e6713d8de9aa4b9007c59bda6414.SALITY refset/73ccca1b7c5c6da2622b0a18bd5dd818eaa86b15.SALITY 0.324028
refset/aac548cc20d2d79fa3e7116319c489b451b0f4bc.ADULTBROWSER refset/b9c47d6e5247dd629325ce23bc9f4afd9b988ca3.ADULTBROWSER 0.134804
refset/ab1b74a12fb019971ed6094997a628cc2dc8c6c8.CASINO refset/0058780b175c3ce5e244f595951f611b8a24bee2.CASINO 0.335617
refset/ab3d70c977862082fb8261c667e3d9e62dbb26f6.ADULTBROWSER refset/b9c47d6e5247dd629325ce23bc9f4afd9b988ca3.ADULTBROWSER 0.142581
refset/ab4696f7ba4521dcf26efa989da8f92afb8142bd.ALLAPLE refset/135ab6d4fde54c928181819f67d2838aa9eeef57.ALLAPLE 0.346588
refset/ab5ce94d802bbca56ca833c1f61e823dd84691db.ADULTBROWSER refset/b9c47d6e5247dd629325ce23bc9f4afd9b988ca3.ADULTBROWSER 0.142581
